INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0301', 'Le Hai', 'F', TO_DATE('1981-05-09','YYYY-MM-DD'), '0388535001', 'Phuong 14, Quan 11, Da Nang', TO_DATE('2021-08-04','YYYY-MM-DD'), 28388681.80, 'Director', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0368', 'Dang Anh', 'F', TO_DATE('2000-02-20','YYYY-MM-DD'), '0371264283', 'Phuong 4, Quan 7, Ho Chi Minh', TO_DATE('2024-12-27','YYYY-MM-DD'), 11987978.72, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0369', 'Vo Huy', 'M', TO_DATE('1965-06-25','YYYY-MM-DD'), '0354065563', 'Phuong 14, Quan 11, Can Tho', TO_DATE('2025-01-02','YYYY-MM-DD'), 8395305.21, 'Technician', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0370', 'Le Phuc', 'M', TO_DATE('1998-08-12','YYYY-MM-DD'), '0328974357', 'Phuong 4, Quan 10, Ha Noi', TO_DATE('2022-08-26','YYYY-MM-DD'), 29008680.12, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0371', 'Tran Chau', 'M', TO_DATE('1987-08-14','YYYY-MM-DD'), '0906916158', 'Phuong 9, Quan 1, Nha Trang', TO_DATE('2020-06-09','YYYY-MM-DD'), 8190364.73, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0372', 'Huynh Nga', 'M', TO_DATE('1974-04-19','YYYY-MM-DD'), '0321831279', 'Phuong 9, Quan 4, Hai Phong', TO_DATE('2020-10-29','YYYY-MM-DD'), 8182237.21, 'HR', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0373', 'Vo Khanh', 'F', TO_DATE('1992-07-25','YYYY-MM-DD'), '0919685483', 'Phuong 13, Quan 4, Hai Phong', TO_DATE('2017-06-12','YYYY-MM-DD'), 12600475.58, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0374', 'Nguyen Tuan', 'M', TO_DATE('1974-03-12','YYYY-MM-DD'), '0351054534', 'Phuong 2, Quan 4, Hai Phong', TO_DATE('2013-07-23','YYYY-MM-DD'), 14286346.15, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0375', 'Hoang Giang', 'M', TO_DATE('1966-03-10','YYYY-MM-DD'), '0358563617', 'Phuong 1, Quan 8, Ho Chi Minh', TO_DATE('2023-05-12','YYYY-MM-DD'), 26670853.25, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0376', 'Pham Hai', 'M', TO_DATE('1982-01-28','YYYY-MM-DD'), '0329039796', 'Phuong 8, Quan 9, Can Tho', TO_DATE('2024-07-20','YYYY-MM-DD'), 9031702.12, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0377', 'Huynh Quynh', 'M', TO_DATE('1975-11-21','YYYY-MM-DD'), '0912009263', 'Phuong 15, Quan 12, Da Nang', TO_DATE('2023-04-23','YYYY-MM-DD'), 6926017.44, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0378', 'Nguyen Phuc', 'M', TO_DATE('1982-10-14','YYYY-MM-DD'), '0340657723', 'Phuong 7, Quan 7, Can Tho', TO_DATE('2023-05-09','YYYY-MM-DD'), 22716769.28, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0379', 'Phan Chau', 'F', TO_DATE('1983-06-29','YYYY-MM-DD'), '0340301677', 'Phuong 8, Quan 7, Nha Trang', TO_DATE('2018-04-12','YYYY-MM-DD'), 20172506.79, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0380', 'Huynh Nga', 'M', TO_DATE('1992-09-16','YYYY-MM-DD'), '0332828253', 'Phuong 2, Quan 4, Ho Chi Minh', TO_DATE('2020-12-07','YYYY-MM-DD'), 19396115.98, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0381', 'Hoang Quynh', 'M', TO_DATE('1995-01-27','YYYY-MM-DD'), '0372705466', 'Phuong 3, Quan 3, Ho Chi Minh', TO_DATE('2020-02-02','YYYY-MM-DD'), 12636562.22, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0382', 'Le Chau', 'F', TO_DATE('1987-06-15','YYYY-MM-DD'), '0916239913', 'Phuong 1, Quan 9, Hai Phong', TO_DATE('2018-10-29','YYYY-MM-DD'), 21937567.82, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0383', 'Le Thao', 'M', TO_DATE('1976-12-05','YYYY-MM-DD'), '0915463800', 'Phuong 17, Quan 4, Da Lat', TO_DATE('2023-09-07','YYYY-MM-DD'), 6351306.70, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0384', 'Pham Trang', 'F', TO_DATE('1996-05-02','YYYY-MM-DD'), '0322580010', 'Phuong 13, Quan 5, Hai Phong', TO_DATE('2014-01-05','YYYY-MM-DD'), 8590227.19, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0385', 'Vo Dung', 'F', TO_DATE('1998-05-11','YYYY-MM-DD'), '0394374409', 'Phuong 2, Quan 6, Ha Noi', TO_DATE('2022-08-10','YYYY-MM-DD'), 10979385.07, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0386', 'Pham Nga', 'F', TO_DATE('1965-12-13','YYYY-MM-DD'), '0399767960', 'Phuong 15, Quan 7, Can Tho', TO_DATE('2020-10-23','YYYY-MM-DD'), 24791748.61, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0387', 'Tran Tu', 'F', TO_DATE('1993-09-03','YYYY-MM-DD'), '0352325942', 'Phuong 8, Quan 6, Ha Noi', TO_DATE('2020-05-28','YYYY-MM-DD'), 5577637.72, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0388', 'Dang Ngoc', 'F', TO_DATE('1975-02-04','YYYY-MM-DD'), '0322275919', 'Phuong 1, Quan 9, Da Lat', TO_DATE('2011-08-04','YYYY-MM-DD'), 13475090.67, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0389', 'Phan Minh', 'F', TO_DATE('1971-01-17','YYYY-MM-DD'), '0390502345', 'Phuong 4, Quan 2, Hai Phong', TO_DATE('2018-09-29','YYYY-MM-DD'), 16745629.31, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0390', 'Dang Tu', 'M', TO_DATE('1977-09-08','YYYY-MM-DD'), '0390485575', 'Phuong 6, Quan 11, Hai Phong', TO_DATE('2011-09-09','YYYY-MM-DD'), 14947918.90, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0391', 'Hoang Vy', 'F', TO_DATE('1980-12-08','YYYY-MM-DD'), '0386840611', 'Phuong 9, Quan 10, Hai Phong', TO_DATE('2024-11-05','YYYY-MM-DD'), 24233155.39, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0392', 'Tran Vy', 'M', TO_DATE('1985-07-13','YYYY-MM-DD'), '0916213439', 'Phuong 18, Quan 9, Can Tho', TO_DATE('2019-04-28','YYYY-MM-DD'), 21685944.30, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0393', 'Tran Binh', 'M', TO_DATE('1970-11-05','YYYY-MM-DD'), '0376487540', 'Phuong 10, Quan 10, Nha Trang', TO_DATE('2010-08-27','YYYY-MM-DD'), 12254702.73, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0394', 'Nguyen Khanh', 'M', TO_DATE('1979-02-07','YYYY-MM-DD'), '0339582961', 'Phuong 3, Quan 7, Da Nang', TO_DATE('2016-07-09','YYYY-MM-DD'), 25959133.74, 'Sales Associate', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0395', 'Dang Hai', 'F', TO_DATE('1967-07-29','YYYY-MM-DD'), '0905861975', 'Phuong 7, Quan 7, Hai Phong', TO_DATE('2022-09-24','YYYY-MM-DD'), 7021161.14, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0396', 'Pham Huy', 'F', TO_DATE('2002-04-19','YYYY-MM-DD'), '0376544378', 'Phuong 11, Quan 2, Da Nang', TO_DATE('2019-01-30','YYYY-MM-DD'), 9786615.17, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0397', 'Vo Dung', 'F', TO_DATE('1972-06-19','YYYY-MM-DD'), '0395745505', 'Phuong 8, Quan 3, Nha Trang', TO_DATE('2018-08-26','YYYY-MM-DD'), 26254573.36, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0398', 'Huynh Anh', 'F', TO_DATE('1992-10-08','YYYY-MM-DD'), '0916889350', 'Phuong 14, Quan 11, Da Lat', TO_DATE('2011-04-28','YYYY-MM-DD'), 16740156.57, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0399', 'Tran Tuan', 'F', TO_DATE('1988-09-15','YYYY-MM-DD'), '0332846751', 'Phuong 1, Quan 10, Hai Phong', TO_DATE('2019-04-22','YYYY-MM-DD'), 10720905.40, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0400', 'Vu Minh', 'M', TO_DATE('1994-06-18','YYYY-MM-DD'), '0352238280', 'Phuong 9, Quan 3, Can Tho', TO_DATE('2019-03-12','YYYY-MM-DD'), 11859884.59, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0401', 'Tran Ha', 'M', TO_DATE('1993-02-19','YYYY-MM-DD'), '0338680137', 'Phuong 19, Quan 6, Da Lat', TO_DATE('2011-09-30','YYYY-MM-DD'), 18709139.21, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0402', 'Phan Trang', 'F', TO_DATE('1988-02-22','YYYY-MM-DD'), '0913599720', 'Phuong 13, Quan 10, Da Nang', TO_DATE('2024-07-21','YYYY-MM-DD'), 12055334.44, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0403', 'Vu Nga', 'M', TO_DATE('1998-09-13','YYYY-MM-DD'), '0382011071', 'Phuong 7, Quan 7, Ha Noi', TO_DATE('2021-03-29','YYYY-MM-DD'), 5485268.97, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0404', 'Phan Binh', 'F', TO_DATE('1980-10-19','YYYY-MM-DD'), '0322077800', 'Phuong 4, Quan 1, Can Tho', TO_DATE('2015-05-29','YYYY-MM-DD'), 24775131.63, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0405', 'Phan Huy', 'M', TO_DATE('1966-02-05','YYYY-MM-DD'), '0346447389', 'Phuong 4, Quan 12, Nha Trang', TO_DATE('2015-08-10','YYYY-MM-DD'), 26550990.09, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0406', 'Nguyen Huy', 'F', TO_DATE('1981-05-30','YYYY-MM-DD'), '0328773276', 'Phuong 19, Quan 6, Ho Chi Minh', TO_DATE('2010-07-22','YYYY-MM-DD'), 21930633.00, 'HR', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0407', 'Tran Minh', 'F', TO_DATE('1988-06-19','YYYY-MM-DD'), '0907646634', 'Phuong 2, Quan 6, Hai Phong', TO_DATE('2021-06-10','YYYY-MM-DD'), 28950812.00, 'Cashier', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0408', 'Vo Trang', 'F', TO_DATE('1986-02-16','YYYY-MM-DD'), '0380338807', 'Phuong 15, Quan 2, Nha Trang', TO_DATE('2018-02-02','YYYY-MM-DD'), 11262929.04, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0409', 'Tran Anh', 'F', TO_DATE('1970-10-29','YYYY-MM-DD'), '0917918579', 'Phuong 1, Quan 3, Hai Phong', TO_DATE('2019-08-19','YYYY-MM-DD'), 5007222.99, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0410', 'Pham Trang', 'F', TO_DATE('1970-07-03','YYYY-MM-DD'), '0378300123', 'Phuong 7, Quan 9, Can Tho', TO_DATE('2016-11-02','YYYY-MM-DD'), 20515685.66, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0411', 'Nguyen Tu', 'M', TO_DATE('1987-12-10','YYYY-MM-DD'), '0342214199', 'Phuong 17, Quan 10, Ha Noi', TO_DATE('2013-07-26','YYYY-MM-DD'), 5538823.93, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0412', 'Le Khanh', 'M', TO_DATE('1973-10-05','YYYY-MM-DD'), '0907205988', 'Phuong 15, Quan 2, Ha Noi', TO_DATE('2015-03-01','YYYY-MM-DD'), 11150441.92, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0413', 'Huynh Quynh', 'F', TO_DATE('1965-09-25','YYYY-MM-DD'), '0326022288', 'Phuong 18, Quan 8, Ho Chi Minh', TO_DATE('2016-11-08','YYYY-MM-DD'), 13021831.13, 'Accountant', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0414', 'Pham Hai', 'F', TO_DATE('1974-05-29','YYYY-MM-DD'), '0334105220', 'Phuong 12, Quan 6, Can Tho', TO_DATE('2022-01-14','YYYY-MM-DD'), 24403358.58, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0415', 'Dang Anh', 'M', TO_DATE('2001-09-25','YYYY-MM-DD'), '0353784360', 'Phuong 5, Quan 12, Ho Chi Minh', TO_DATE('2020-04-26','YYYY-MM-DD'), 17016602.70, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0416', 'Huynh Tu', 'F', TO_DATE('1970-03-27','YYYY-MM-DD'), '0326941114', 'Phuong 15, Quan 10, Hai Phong', TO_DATE('2014-12-21','YYYY-MM-DD'), 13672294.50, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0417', 'Dang Huy', 'F', TO_DATE('2000-11-05','YYYY-MM-DD'), '0333187643', 'Phuong 8, Quan 10, Can Tho', TO_DATE('2013-10-31','YYYY-MM-DD'), 17112522.91, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0418', 'Tran Minh', 'M', TO_DATE('1980-03-18','YYYY-MM-DD'), '0378254431', 'Phuong 10, Quan 11, Da Nang', TO_DATE('2021-05-11','YYYY-MM-DD'), 9340178.97, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0419', 'Huynh Tu', 'M', TO_DATE('1971-05-02','YYYY-MM-DD'), '0389706809', 'Phuong 17, Quan 7, Nha Trang', TO_DATE('2012-02-03','YYYY-MM-DD'), 15838377.56, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0420', 'Huynh Binh', 'M', TO_DATE('1968-06-23','YYYY-MM-DD'), '0361024597', 'Phuong 16, Quan 10, Ha Noi', TO_DATE('2014-05-12','YYYY-MM-DD'), 14379229.74, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0421', 'Vo Ngoc', 'M', TO_DATE('2000-07-07','YYYY-MM-DD'), '0368004217', 'Phuong 18, Quan 11, Da Lat', TO_DATE('2016-09-21','YYYY-MM-DD'), 27136671.52, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0422', 'Tran Hai', 'F', TO_DATE('1979-04-10','YYYY-MM-DD'), '0362195855', 'Phuong 20, Quan 12, Da Nang', TO_DATE('2016-09-08','YYYY-MM-DD'), 26442413.24, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0423', 'Phan Binh', 'M', TO_DATE('1984-03-16','YYYY-MM-DD'), '0372410554', 'Phuong 18, Quan 12, Can Tho', TO_DATE('2019-10-28','YYYY-MM-DD'), 10808113.45, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0424', 'Phan Anh', 'F', TO_DATE('1983-01-11','YYYY-MM-DD'), '0357697742', 'Phuong 12, Quan 1, Da Nang', TO_DATE('2019-12-04','YYYY-MM-DD'), 14143233.26, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0425', 'Phan Quynh', 'M', TO_DATE('1991-08-21','YYYY-MM-DD'), '0351062006', 'Phuong 3, Quan 6, Nha Trang', TO_DATE('2013-12-30','YYYY-MM-DD'), 20848898.33, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0426', 'Vu Phuc', 'M', TO_DATE('1965-08-25','YYYY-MM-DD'), '0336001574', 'Phuong 20, Quan 7, Can Tho', TO_DATE('2018-04-17','YYYY-MM-DD'), 10794373.29, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0427', 'Vu Linh', 'F', TO_DATE('1975-09-16','YYYY-MM-DD'), '0347123522', 'Phuong 11, Quan 4, Ha Noi', TO_DATE('2017-07-21','YYYY-MM-DD'), 27449311.23, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0428', 'Le Tuan', 'M', TO_DATE('1966-07-02','YYYY-MM-DD'), '0371316797', 'Phuong 18, Quan 10, Can Tho', TO_DATE('2023-01-13','YYYY-MM-DD'), 26703181.79, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0429', 'Tran Linh', 'M', TO_DATE('1966-06-30','YYYY-MM-DD'), '0394881234', 'Phuong 18, Quan 7, Da Lat', TO_DATE('2012-03-19','YYYY-MM-DD'), 10077264.34, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0430', 'Pham Thao', 'M', TO_DATE('1980-03-26','YYYY-MM-DD'), '0357021697', 'Phuong 10, Quan 1, Hai Phong', TO_DATE('2017-05-26','YYYY-MM-DD'), 16676989.60, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0431', 'Huynh Anh', 'M', TO_DATE('1995-02-28','YYYY-MM-DD'), '0346747815', 'Phuong 19, Quan 4, Da Nang', TO_DATE('2020-07-30','YYYY-MM-DD'), 29210270.98, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0432', 'Nguyen Anh', 'M', TO_DATE('1970-02-12','YYYY-MM-DD'), '0372120615', 'Phuong 18, Quan 6, Nha Trang', TO_DATE('2015-06-11','YYYY-MM-DD'), 10883827.14, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0433', 'Tran Khanh', 'F', TO_DATE('1989-07-02','YYYY-MM-DD'), '0388864124', 'Phuong 15, Quan 9, Da Lat', TO_DATE('2011-01-19','YYYY-MM-DD'), 8056529.70, 'Staff', 'STORE2');
INSERT INTO STAFF (STAFF_ID, FULL_NAME, GENDER, DOB, PHONE, ADDRESS, JOIN_DATE, SALARY, JOB_TITLE, STORE_ID) VALUES ('S0434', 'Nguyen Ha', 'M', TO_DATE('1993-05-21','YYYY-MM-DD'), '0392447111', 'Phuong 4, Quan 5, Da Nang', TO_DATE('2022-11-12','YYYY-MM-DD'), 25727681.40, 'Accountant', 'STORE2');
